dimension,steps,h,epsilon,source_sigma,target_sigma,cross_covariance,h5_error,euler_mean_norm,euler_variance,mean_w2_component,covariance_w2_component,w2,source_score_l8,target_score_l8,joint_score_l8,source_hessian_l2,target_hessian_l2,joint_hessian_l2,source_alpha,target_alpha,lemma_joint_alpha,source_M,target_M,lemma_joint_M,H8_source,H8_target,independent_factorization
4,16,0.0625,0.04,0.5,1.5,0.0,0.04,1.0403155294197441,2.220494054070335,0.040315529419744145,0.01973554591520532,0.0448868988120747,5.1456785128081,1.7152261709360335,5.265582073821485,4.0,0.4444444444444444,4.0,4.0,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,True,True,True
4,16,0.0625,0.04,0.75,2.0,0.0,0.04,1.0487522899326172,3.7923846840797872,0.048752289932617154,0.105190795902943,0.11593916213414937,3.430452341872067,1.286419628202025,3.5329006392412854,1.7777777777777777,0.25,1.7777777777777777,1.7777777777777777,0.25,0.25,0.0,0.0,0.0,True,True,True
4,16,0.0625,0.04,1.0,0.75,0.0,0.04,1.0192804211632756,0.6122821866789071,0.019280421163275552,0.06496924784981917,0.06776974108261383,2.57283925640405,3.430452341872067,3.911028047667439,1.0,1.7777777777777777,1.7777777777777777,1.0,1.7777777777777777,1.0,0.0,0.0,0.0,True,True,True
4,16,0.0625,0.04,2.0,1.25,0.0,0.04,1.0270489876897355,1.5065305450242437,0.027048987689735515,0.04518388059370615,0.052661473588817835,1.286419628202025,2.0582714051232402,2.2471190918878086,0.25,0.64,0.64,0.25,0.64,0.25,0.0,0.0,0.0,True,True,True
4,32,0.03125,0.0,0.5,1.5,0.0,0.0,0.9999999999999998,2.2350817230900857,2.220446049250313e-16,0.009962058374452187,0.009962058374452187,5.1456785128081,1.7152261709360335,5.265582073821485,4.0,0.4444444444444444,4.0,4.0,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,True,True,True
4,32,0.03125,0.0,0.75,2.0,0.0,0.0,1.0,3.8944041887511784,0.0,0.053151034685427145,0.053151034685427145,3.430452341872067,1.286419628202025,3.5329006392412854,1.7777777777777777,0.25,1.7777777777777777,1.7777777777777777,0.25,0.25,0.0,0.0,0.0,True,True,True
4,32,0.03125,0.0,1.0,0.75,0.0,0.0,1.0,0.5866477716374748,0.0,0.03185870319357442,0.03185870319357442,2.57283925640405,3.430452341872067,3.911028047667439,1.0,1.7777777777777777,1.7777777777777777,1.0,1.7777777777777777,1.0,0.0,0.0,0.0,True,True,True
4,32,0.03125,0.0,2.0,1.25,0.0,0.0,0.9999999999999999,1.5336503772666594,1.1102230246251565e-16,0.02318722769228332,0.02318722769228332,1.286419628202025,2.0582714051232402,2.2471190918878086,0.25,0.64,0.64,0.25,0.64,0.25,0.0,0.0,0.0,True,True,True
4,32,0.03125,0.04,0.5,1.5,0.0,0.04,1.0403785922641986,2.2350817230900857,0.0403785922641986,0.009962058374452187,0.041589341426552934,5.1456785128081,1.7152261709360335,5.265582073821485,4.0,0.4444444444444444,4.0,4.0,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,True,True,True
4,32,0.03125,0.04,0.75,2.0,0.0,0.04,1.0491922911619544,3.8944041887511784,0.04919229116195445,0.053151034685427145,0.0724217784778445,3.430452341872067,1.286419628202025,3.5329006392412854,1.7777777777777777,0.25,1.7777777777777777,1.7777777777777777,0.25,0.25,0.0,0.0,0.0,True,True,True
